Frequency(THz) Wavelength(um) Source Detector[0] Detector[1] Detector[2] Detector[3] Detector[4]
1.1494e-04 2.6083e+06 1.5632e-01 3.5911e-01 1.7664e-12 9.1119e-08 6.8431e-08 8.1302e-08
1.2170e-04 2.4634e+06 1.8056e-01 3.6201e-01 2.0887e-12 1.2392e-07 7.8841e-08 9.3902e-08
1.2846e-04 2.3337e+06 2.0739e-01 3.6471e-01 2.6172e-12 1.6794e-07 9.1320e-08 1.0885e-07
1.3522e-04 2.2170e+06 2.3699e-01 3.6717e-01 3.4021e-12 2.2492e-07 1.0620e-07 1.2648e-07
1.4198e-04 2.1115e+06 2.6955e-01 3.6932e-01 4.4934e-12 2.9644e-07 1.2385e-07 1.4718e-07
1.4875e-04 2.0155e+06 3.0524e-01 3.7111e-01 5.9385e-12 3.8372e-07 1.4466e-07 1.7134e-07
1.5551e-04 1.9278e+06 3.4425e-01 3.7246e-01 7.7803e-12 4.8763e-07 1.6901e-07 1.9934e-07
1.6227e-04 1.8475e+06 3.8675e-01 3.7333e-01 1.0054e-11 6.0850e-07 1.9732e-07 2.3161e-07
1.6903e-04 1.7736e+06 4.3289e-01 3.7365e-01 1.2787e-11 7.4609e-07 2.3001e-07 2.6855e-07
1.7579e-04 1.7054e+06 4.8284e-01 3.7335e-01 1.5992e-11 8.9952e-07 2.6747e-07 3.1056e-07
1.8255e-04 1.6422e+06 5.3672e-01 3.7239e-01 1.9673e-11 1.0672e-06 3.1012e-07 3.5801e-07
1.8931e-04 1.5836e+06 5.9466e-01 3.7071e-01 2.3815e-11 1.2470e-06 3.5830e-07 4.1126e-07
1.9607e-04 1.5290e+06 6.5675e-01 3.6826e-01 2.8393e-11 1.4360e-06 4.1236e-07 4.7062e-07
2.0283e-04 1.4780e+06 7.2307e-01 3.6500e-01 3.3364e-11 1.6308e-06 4.7259e-07 5.3636e-07
2.0960e-04 1.4303e+06 7.9365e-01 3.6087e-01 3.8672e-11 1.8273e-06 5.3924e-07 6.0870e-07
2.1636e-04 1.3856e+06 8.6850e-01 3.5586e-01 4.4247e-11 2.0215e-06 6.1249e-07 6.8779e-07
2.2312e-04 1.3437e+06 9.4761e-01 3.4993e-01 5.0008e-11 2.2086e-06 6.9245e-07 7.7371e-07
2.2988e-04 1.3041e+06 1.0309e+00 3.4307e-01 5.5867e-11 2.3843e-06 7.7916e-07 8.6646e-07
2.3664e-04 1.2669e+06 1.1183e+00 3.3527e-01 6.1728e-11 2.5441e-06 8.7259e-07 9.6598e-07
2.4340e-04 1.2317e+06 1.2096e+00 3.2653e-01 6.7493e-11 2.6838e-06 9.7261e-07 1.0721e-06
2.5016e-04 1.1984e+06 1.3046e+00 3.1686e-01 7.3064e-11 2.7998e-06 1.0790e-06 1.1846e-06
2.5692e-04 1.1669e+06 1.4032e+00 3.0628e-01 7.8346e-11 2.8892e-06 1.1915e-06 1.3031e-06
2.6368e-04 1.1369e+06 1.5049e+00 2.9484e-01 8.3254e-11 2.9495e-06 1.3098e-06 1.4272e-06
2.7045e-04 1.1085e+06 1.6096e+00 2.8256e-01 8.7709e-11 2.9794e-06 1.4332e-06 1.5565e-06
2.7721e-04 1.0815e+06 1.7167e+00 2.6951e-01 9.1646e-11 2.9782e-06 1.5614e-06 1.6903e-06
2.8397e-04 1.0557e+06 1.8258e+00 2.5576e-01 9.5014e-11 2.9463e-06 1.6936e-06 1.8279e-06
2.9073e-04 1.0312e+06 1.9366e+00 2.4139e-01 9.7778e-11 2.8849e-06 1.8293e-06 1.9688e-06
2.9749e-04 1.0077e+06 2.0483e+00 2.2648e-01 9.9919e-11 2.7960e-06 1.9675e-06 2.1120e-06
3.0425e-04 9.8534e+05 2.1606e+00 2.1113e-01 1.0143e-10 2.6824e-06 2.1075e-06 2.2567e-06
3.1101e-04 9.6392e+05 2.2727e+00 1.9546e-01 1.0234e-10 2.5474e-06 2.2484e-06 2.4021e-06
3.1777e-04 9.4341e+05 2.3841e+00 1.7958e-01 1.0266e-10 2.3948e-06 2.3894e-06 2.5472e-06
3.2453e-04 9.2376e+05 2.4941e+00 1.6361e-01 1.0243e-10 2.2288e-06 2.5293e-06 2.6910e-06
3.3130e-04 9.0491e+05 2.6021e+00 1.4768e-01 1.0172e-10 2.0536e-06 2.6674e-06 2.8327e-06
3.3806e-04 8.8681e+05 2.7072e+00 1.3194e-01 1.0059e-10 1.8734e-06 2.8025e-06 2.9711e-06
3.4482e-04 8.6942e+05 2.8090e+00 1.1650e-01 9.9100e-11 1.6922e-06 2.9337e-06 3.1053e-06
3.5158e-04 8.5270e+05 2.9065e+00 1.0152e-01 9.7331e-11 1.5138e-06 3.0600e-06 3.2343e-06
3.5834e-04 8.3661e+05 2.9993e+00 8.7129e-02 9.5359e-11 1.3416e-06 3.1804e-06 3.3572e-06
3.6510e-04 8.2112e+05 3.0865e+00 7.3460e-02 9.3261e-11 1.1784e-06 3.2940e-06 3.4730e-06
3.7186e-04 8.0619e+05 3.1677e+00 6.0643e-02 9.1113e-11 1.0267e-06 3.3999e-06 3.5808e-06
3.7862e-04 7.9179e+05 3.2420e+00 4.8804e-02 8.8985e-11 8.8830e-07 3.4972e-06 3.6797e-06
3.8539e-04 7.7790e+05 3.3091e+00 3.8059e-02 8.6944e-11 7.6463e-07 3.5850e-06 3.7690e-06
3.9215e-04 7.6449e+05 3.3684e+00 2.8514e-02 8.5050e-11 6.5668e-07 3.6628e-06 3.8480e-06
3.9891e-04 7.5153e+05 3.4193e+00 2.0266e-02 8.3357e-11 5.6504e-07 3.7297e-06 3.9160e-06
4.0567e-04 7.3901e+05 3.4616e+00 1.3399e-02 8.1908e-11 4.9003e-07 3.7853e-06 3.9724e-06
4.1243e-04 7.2689e+05 3.4948e+00 7.9824e-03 8.0743e-11 4.3176e-07 3.8290e-06 4.0168e-06
4.1919e-04 7.1517e+05 3.5188e+00 4.0731e-03 7.9890e-11 3.9021e-07 3.8606e-06 4.0487e-06
4.2595e-04 7.0382e+05 3.5332e+00 1.7111e-03 7.9369e-11 3.6533e-07 3.8796e-06 4.0680e-06
4.3271e-04 6.9282e+05 3.5380e+00 9.2109e-04 7.9195e-11 3.5704e-07 3.8860e-06 4.0745e-06
