Frequency(THz) Wavelength(um) Source Detector[0] Detector[1] Detector[2] Detector[3] Detector[4]
5.5786e-06 5.3740e+07 6.6998e-02 1.7880e-02 3.2621e-08 8.9965e-04 1.3209e-05 4.0418e-04
5.6190e-06 5.3353e+07 2.8273e-01 1.6885e-02 2.1745e-07 7.0594e-04 5.6445e-05 2.7999e-04
5.6594e-06 5.2972e+07 9.7841e-01 3.4482e-02 4.7477e-07 4.5194e-04 9.9762e-05 1.0242e-04
5.6999e-06 5.2596e+07 7.6812e-01 3.5752e-02 5.9422e-07 2.0648e-04 9.3442e-05 2.9916e-05
5.7403e-06 5.2226e+07 7.0640e-02 1.8144e-02 7.8691e-07 1.2561e-04 4.7161e-05 1.0502e-04
5.7807e-06 5.1861e+07 2.7738e-01 1.6784e-02 1.1258e-06 2.1406e-04 1.5378e-05 1.7084e-04
5.8211e-06 5.1501e+07 9.7860e-01 3.4630e-02 1.5753e-06 2.6817e-04 1.9036e-05 1.0903e-04
5.8616e-06 5.1145e+07 7.7739e-01 3.6353e-02 2.2991e-06 2.1658e-04 2.7843e-05 3.5672e-05
5.9020e-06 5.0795e+07 7.4408e-02 1.8532e-02 3.1062e-06 2.2802e-04 2.1535e-05 9.6023e-05
5.9424e-06 5.0450e+07 2.7207e-01 1.6632e-02 3.0928e-06 3.2971e-04 1.8462e-05 1.9535e-04
5.9828e-06 5.0109e+07 9.7880e-01 3.4513e-02 1.8522e-06 2.9280e-04 3.0230e-05 1.5573e-04
6.0233e-06 4.9772e+07 7.8675e-01 3.6627e-02 5.0629e-07 8.8534e-05 3.5428e-05 3.6332e-05
6.0637e-06 4.9441e+07 7.8303e-02 1.8750e-02 5.0901e-07 2.1511e-05 2.0900e-05 3.1716e-05
6.1041e-06 4.9113e+07 2.6679e-01 1.6543e-02 2.1299e-06 1.7765e-04 8.9539e-06 1.1768e-04
6.1445e-06 4.8790e+07 9.7901e-01 3.4540e-02 5.0382e-06 2.5748e-04 1.7649e-05 1.0319e-04
6.1850e-06 4.8471e+07 7.9621e-01 3.6896e-02 8.9639e-06 2.5612e-04 2.8562e-05 2.0156e-05
6.2254e-06 4.8156e+07 8.2326e-02 1.8758e-02 1.2256e-05 6.7207e-04 2.1622e-05 1.2085e-04
6.2658e-06 4.7846e+07 2.6154e-01 1.6249e-02 1.1742e-05 1.5595e-03 1.1629e-05 4.1839e-04
6.3062e-06 4.7539e+07 9.7923e-01 3.4629e-02 6.8487e-06 2.0371e-03 2.0214e-05 5.6897e-04
6.3467e-06 4.7236e+07 8.0578e-01 3.7498e-02 2.3846e-06 1.4430e-03 3.6039e-05 3.6907e-04
6.3871e-06 4.6937e+07 8.6480e-02 1.9108e-02 3.5657e-06 4.2808e-04 3.3555e-05 7.5596e-05
6.4275e-06 4.6642e+07 2.5633e-01 1.6095e-02 8.8199e-06 7.8326e-05 1.4007e-05 1.6919e-05
6.4679e-06 4.6351e+07 9.7945e-01 3.4742e-02 1.1440e-05 3.9400e-04 5.3232e-07 1.3249e-04
6.5084e-06 4.6063e+07 8.1545e-01 3.8237e-02 8.4568e-06 5.5347e-04 5.0289e-06 1.5829e-04
6.5488e-06 4.5778e+07 9.0767e-02 1.9715e-02 3.7887e-06 3.3890e-04 2.1162e-05 7.2752e-05
6.5892e-06 4.5498e+07 2.5115e-01 1.6026e-02 1.8611e-06 2.6339e-04 3.8084e-05 5.2623e-05
6.6296e-06 4.5220e+07 9.7968e-01 3.4523e-02 2.3533e-06 4.3987e-04 4.4385e-05 1.0970e-04
6.6701e-06 4.4946e+07 8.2524e-01 3.8380e-02 2.9816e-06 4.0135e-04 3.2945e-05 9.9667e-05
6.7105e-06 4.4675e+07 9.5189e-02 1.9940e-02 3.5309e-06 1.0257e-04 1.6374e-05 4.7739e-05
6.7509e-06 4.4408e+07 2.4600e-01 1.6155e-02 4.4765e-06 9.1509e-05 1.9624e-05 1.3731e-04
6.7913e-06 4.4143e+07 9.7991e-01 3.4976e-02 4.6207e-06 4.8194e-04 4.2513e-05 3.4449e-04
6.8318e-06 4.3882e+07 8.3513e-01 3.9158e-02 2.9903e-06 6.7229e-04 5.1977e-05 4.0034e-04
6.8722e-06 4.3624e+07 9.9748e-02 2.0276e-02 1.0210e-06 3.8364e-04 3.0821e-05 2.2322e-04
6.9126e-06 4.3369e+07 2.4088e-01 1.5800e-02 4.0504e-07 1.4055e-04 9.7935e-06 1.0138e-04
6.9530e-06 4.3117e+07 9.8015e-01 3.4709e-02 5.3935e-07 3.3580e-04 2.3766e-05 2.6250e-04
6.9934e-06 4.2868e+07 8.4514e-01 3.9444e-02 2.2089e-07 5.7070e-04 5.6504e-05 4.9946e-04
7.0339e-06 4.2621e+07 1.0445e-01 2.0567e-02 4.9023e-08 4.0342e-04 6.3545e-05 4.7812e-04
7.0743e-06 4.2378e+07 2.3580e-01 1.5731e-02 9.8206e-07 1.2068e-04 3.8573e-05 2.5434e-04
7.1147e-06 4.2137e+07 9.8040e-01 3.4773e-02 2.1691e-06 2.1162e-04 1.9633e-05 1.7364e-04
7.1551e-06 4.1899e+07 8.5526e-01 3.9865e-02 2.3749e-06 5.3845e-04 2.9445e-05 3.1765e-04
7.1956e-06 4.1663e+07 1.0929e-01 2.0735e-02 2.1409e-06 5.9737e-04 4.5149e-05 3.8940e-04
7.2360e-06 4.1431e+07 2.3075e-01 1.5410e-02 2.5446e-06 3.1876e-04 3.9452e-05 2.1143e-04
7.2764e-06 4.1201e+07 9.8066e-01 3.4677e-02 3.1241e-06 9.6150e-05 2.3907e-05 1.7905e-05
7.3168e-06 4.0973e+07 8.6550e-01 4.0368e-02 2.8834e-06 1.5350e-04 2.8806e-05 6.9245e-05
7.3573e-06 4.0748e+07 1.1428e-01 2.1188e-02 2.1303e-06 2.9770e-04 5.3715e-05 2.3095e-04
7.3977e-06 4.0525e+07 2.2574e-01 1.5399e-02 1.6585e-06 2.8748e-04 6.4079e-05 2.1224e-04
7.4381e-06 4.0305e+07 9.8092e-01 3.4755e-02 1.3188e-06 1.6857e-04 4.0360e-05 6.6078e-05
7.4785e-06 4.0087e+07 8.7586e-01 4.0887e-02 8.8162e-07 1.6744e-04 1.0102e-05 1.1103e-04
7.5190e-06 3.9871e+07 1.1941e-01 2.1610e-02 1.0329e-06 3.5401e-04 1.4423e-05 3.8746e-04
7.5594e-06 3.9658e+07 2.2076e-01 1.5429e-02 2.1549e-06 5.0371e-04 5.1130e-05 5.4387e-04
7.5998e-06 3.9447e+07 9.8120e-01 3.4940e-02 3.3931e-06 3.7936e-04 7.4170e-05 3.6198e-04
7.6402e-06 3.9239e+07 8.8635e-01 4.1414e-02 4.0316e-06 1.1386e-04 5.4321e-05 8.7741e-05
7.6807e-06 3.9032e+07 1.2470e-01 2.1775e-02 4.3833e-06 7.6180e-05 1.7176e-05 4.8623e-05
7.7211e-06 3.8828e+07 2.1581e-01 1.4986e-02 4.5464e-06 2.9382e-04 4.2744e-06 1.8139e-04
7.7615e-06 3.8626e+07 9.8147e-01 3.4720e-02 4.0658e-06 3.6576e-04 1.6094e-05 1.9820e-04
7.8019e-06 3.8425e+07 8.9696e-01 4.1891e-02 3.3898e-06 1.4759e-04 2.1006e-05 6.3526e-05
7.8424e-06 3.8227e+07 1.3014e-01 2.2256e-02 3.3992e-06 7.8403e-05 1.0118e-05 3.8701e-06
7.8828e-06 3.8031e+07 2.1090e-01 1.4964e-02 3.1824e-06 4.4577e-04 8.4826e-06 1.0067e-04
7.9232e-06 3.7837e+07 9.8176e-01 3.4758e-02 1.4252e-06 7.8156e-04 2.8395e-05 1.7288e-04
7.9636e-06 3.7645e+07 9.0770e-01 4.2405e-02 3.3834e-07 5.5597e-04 4.5012e-05 1.0023e-04
8.0041e-06 3.7455e+07 1.3573e-01 2.2691e-02 3.6379e-06 8.8313e-05 3.5071e-05 7.0037e-06
8.0445e-06 3.7267e+07 2.0601e-01 1.4967e-02 9.2522e-06 6.6771e-05 1.5459e-05 3.2078e-05
8.0849e-06 3.7080e+07 9.8206e-01 3.4921e-02 9.7886e-06 4.4434e-04 1.9417e-05 1.2182e-04
8.1253e-06 3.6896e+07 9.1858e-01 4.3050e-02 3.7400e-06 5.9976e-04 4.6717e-05 1.7535e-04
8.1658e-06 3.6713e+07 1.4149e-01 2.3172e-02 4.8913e-07 4.1846e-04 6.2612e-05 2.3309e-04
8.2062e-06 3.6532e+07 2.0117e-01 1.4973e-02 8.2922e-06 3.5992e-04 4.5947e-05 3.6823e-04
8.2466e-06 3.6353e+07 9.8236e-01 3.5167e-02 2.1425e-05 5.0927e-04 1.7188e-05 4.9780e-04
8.2870e-06 3.6176e+07 9.2959e-01 4.3847e-02 2.6418e-05 4.5667e-04 8.9077e-06 4.6632e-04
8.3275e-06 3.6000e+07 1.4741e-01 2.3625e-02 1.9004e-05 1.9603e-04 2.2075e-05 2.7890e-04
8.3679e-06 3.5827e+07 1.9636e-01 1.4489e-02 7.7153e-06 2.5208e-04 2.9161e-05 1.1245e-04
8.4083e-06 3.5654e+07 9.8267e-01 3.4516e-02 1.3362e-06 7.0323e-04 1.7683e-05 8.8685e-05
8.4487e-06 3.5484e+07 9.4074e-01 4.3823e-02 5.1314e-08 9.2183e-04 8.3086e-06 1.3917e-04
8.4892e-06 3.5315e+07 1.5349e-01 2.3878e-02 9.3177e-08 6.0330e-04 1.8673e-05 1.3131e-04
8.5296e-06 3.5147e+07 1.9158e-01 1.4568e-02 3.6986e-07 2.8273e-04 3.0682e-05 6.0375e-05
8.5700e-06 3.4982e+07 9.8299e-01 3.4820e-02 1.3573e-06 4.3416e-04 1.9668e-05 4.8351e-05
8.6104e-06 3.4817e+07 9.5204e-01 4.4581e-02 2.0727e-06 7.4569e-04 2.3906e-06 1.5567e-04
8.6509e-06 3.4655e+07 1.5975e-01 2.4384e-02 1.6279e-06 7.4370e-04 1.8568e-05 2.6440e-04
8.6913e-06 3.4493e+07 1.8683e-01 1.4391e-02 1.1172e-06 5.4394e-04 6.4860e-05 2.2152e-04
8.7317e-06 3.4334e+07 9.8332e-01 3.4643e-02 1.5094e-06 4.9204e-04 8.9088e-05 7.2797e-05
