Frequency(THz) Wavelength(um) Source Detector[0] Detector[1] Detector[2] Detector[3] Detector[4]
3.3148e+02 9.0440e-01 3.6855e+00 9.9069e-07 1.8293e-05 3.7494e-06 1.4613e-06 2.7734e-06
3.3310e+02 9.0001e-01 3.7278e+00 9.9252e-07 1.8330e-05 3.7629e-06 1.4647e-06 2.7831e-06
3.3472e+02 8.9566e-01 3.7703e+00 9.9429e-07 1.8365e-05 3.7749e-06 1.4680e-06 2.7918e-06
3.3633e+02 8.9136e-01 3.8129e+00 9.9604e-07 1.8400e-05 3.7883e-06 1.4713e-06 2.8014e-06
3.3795e+02 8.8709e-01 3.8556e+00 9.9774e-07 1.8435e-05 3.8032e-06 1.4746e-06 2.8120e-06
3.3957e+02 8.8287e-01 3.8984e+00 9.9940e-07 1.8469e-05 3.8166e-06 1.4778e-06 2.8216e-06
3.4118e+02 8.7868e-01 3.9414e+00 1.0010e-06 1.8501e-05 3.8281e-06 1.4808e-06 2.8300e-06
3.4280e+02 8.7454e-01 3.9844e+00 1.0026e-06 1.8533e-05 3.8407e-06 1.4839e-06 2.8391e-06
3.4442e+02 8.7043e-01 4.0275e+00 1.0041e-06 1.8565e-05 3.8551e-06 1.4870e-06 2.8493e-06
3.4603e+02 8.6637e-01 4.0708e+00 1.0056e-06 1.8596e-05 3.8683e-06 1.4899e-06 2.8587e-06
3.4765e+02 8.6234e-01 4.1140e+00 1.0070e-06 1.8625e-05 3.8794e-06 1.4927e-06 2.8668e-06
3.4927e+02 8.5834e-01 4.1574e+00 1.0084e-06 1.8653e-05 3.8913e-06 1.4955e-06 2.8753e-06
3.5089e+02 8.5439e-01 4.2009e+00 1.0097e-06 1.8681e-05 3.9050e-06 1.4983e-06 2.8850e-06
3.5250e+02 8.5047e-01 4.2443e+00 1.0110e-06 1.8709e-05 3.9180e-06 1.5010e-06 2.8942e-06
3.5412e+02 8.4659e-01 4.2879e+00 1.0122e-06 1.8734e-05 3.9287e-06 1.5035e-06 2.9019e-06
3.5574e+02 8.4274e-01 4.3315e+00 1.0134e-06 1.8759e-05 3.9398e-06 1.5060e-06 2.9098e-06
3.5735e+02 8.3892e-01 4.3751e+00 1.0145e-06 1.8784e-05 3.9528e-06 1.5086e-06 2.9190e-06
3.5897e+02 8.3515e-01 4.4188e+00 1.0156e-06 1.8807e-05 3.9654e-06 1.5110e-06 2.9280e-06
3.6059e+02 8.3140e-01 4.4624e+00 1.0166e-06 1.8829e-05 3.9758e-06 1.5133e-06 2.9354e-06
3.6220e+02 8.2769e-01 4.5061e+00 1.0176e-06 1.8850e-05 3.9860e-06 1.5155e-06 2.9427e-06
3.6382e+02 8.2401e-01 4.5498e+00 1.0185e-06 1.8871e-05 3.9982e-06 1.5177e-06 2.9513e-06
3.6544e+02 8.2036e-01 4.5935e+00 1.0194e-06 1.8891e-05 4.0104e-06 1.5199e-06 2.9598e-06
3.6706e+02 8.1675e-01 4.6372e+00 1.0202e-06 1.8910e-05 4.0204e-06 1.5219e-06 2.9669e-06
3.6867e+02 8.1317e-01 4.6809e+00 1.0210e-06 1.8927e-05 4.0298e-06 1.5238e-06 2.9736e-06
3.7029e+02 8.0962e-01 4.7245e+00 1.0217e-06 1.8944e-05 4.0411e-06 1.5258e-06 2.9816e-06
3.7191e+02 8.0610e-01 4.7681e+00 1.0224e-06 1.8960e-05 4.0527e-06 1.5277e-06 2.9897e-06
3.7352e+02 8.0261e-01 4.8117e+00 1.0230e-06 1.8975e-05 4.0623e-06 1.5294e-06 2.9965e-06
3.7514e+02 7.9915e-01 4.8552e+00 1.0235e-06 1.8988e-05 4.0710e-06 1.5310e-06 3.0026e-06
3.7676e+02 7.9572e-01 4.8987e+00 1.0240e-06 1.9001e-05 4.0813e-06 1.5326e-06 3.0098e-06
3.7837e+02 7.9232e-01 4.9421e+00 1.0244e-06 1.9013e-05 4.0923e-06 1.5342e-06 3.0175e-06
3.7999e+02 7.8895e-01 4.9854e+00 1.0248e-06 1.9024e-05 4.1015e-06 1.5356e-06 3.0239e-06
3.8161e+02 7.8560e-01 5.0286e+00 1.0251e-06 1.9033e-05 4.1093e-06 1.5369e-06 3.0294e-06
3.8322e+02 7.8229e-01 5.0718e+00 1.0254e-06 1.9042e-05 4.1186e-06 1.5382e-06 3.0359e-06
3.8484e+02 7.7900e-01 5.1148e+00 1.0256e-06 1.9050e-05 4.1290e-06 1.5395e-06 3.0430e-06
3.8646e+02 7.7574e-01 5.1578e+00 1.0258e-06 1.9056e-05 4.1377e-06 1.5406e-06 3.0491e-06
3.8808e+02 7.7251e-01 5.2006e+00 1.0259e-06 1.9061e-05 4.1448e-06 1.5415e-06 3.0540e-06
3.8969e+02 7.6930e-01 5.2433e+00 1.0259e-06 1.9066e-05 4.1530e-06 1.5425e-06 3.0597e-06
3.9131e+02 7.6613e-01 5.2859e+00 1.0259e-06 1.9070e-05 4.1625e-06 1.5435e-06 3.0662e-06
3.9293e+02 7.6297e-01 5.3283e+00 1.0258e-06 1.9072e-05 4.1707e-06 1.5443e-06 3.0718e-06
3.9454e+02 7.5985e-01 5.3706e+00 1.0257e-06 1.9073e-05 4.1770e-06 1.5449e-06 3.0762e-06
3.9616e+02 7.5674e-01 5.4127e+00 1.0255e-06 1.9073e-05 4.1842e-06 1.5455e-06 3.0811e-06
3.9778e+02 7.5367e-01 5.4546e+00 1.0253e-06 1.9073e-05 4.1928e-06 1.5461e-06 3.0869e-06
3.9939e+02 7.5062e-01 5.4964e+00 1.0250e-06 1.9071e-05 4.2004e-06 1.5466e-06 3.0921e-06
4.0101e+02 7.4759e-01 5.5380e+00 1.0246e-06 1.9068e-05 4.2060e-06 1.5469e-06 3.0959e-06
4.0263e+02 7.4459e-01 5.5793e+00 1.0242e-06 1.9063e-05 4.2121e-06 1.5471e-06 3.0999e-06
4.0425e+02 7.4161e-01 5.6205e+00 1.0237e-06 1.9059e-05 4.2197e-06 1.5474e-06 3.1051e-06
4.0586e+02 7.3866e-01 5.6615e+00 1.0231e-06 1.9053e-05 4.2267e-06 1.5476e-06 3.1097e-06
4.0748e+02 7.3572e-01 5.7022e+00 1.0225e-06 1.9045e-05 4.2316e-06 1.5475e-06 3.1130e-06
4.0910e+02 7.3282e-01 5.7427e+00 1.0218e-06 1.9036e-05 4.2365e-06 1.5474e-06 3.1162e-06
4.1071e+02 7.2993e-01 5.7830e+00 1.0211e-06 1.9027e-05 4.2431e-06 1.5473e-06 3.1206e-06
4.1233e+02 7.2707e-01 5.8230e+00 1.0203e-06 1.9016e-05 4.2494e-06 1.5471e-06 3.1247e-06
4.1395e+02 7.2423e-01 5.8628e+00 1.0195e-06 1.9004e-05 4.2536e-06 1.5467e-06 3.1274e-06
4.1556e+02 7.2141e-01 5.9023e+00 1.0186e-06 1.8991e-05 4.2574e-06 1.5463e-06 3.1298e-06
4.1718e+02 7.1861e-01 5.9415e+00 1.0176e-06 1.8977e-05 4.2629e-06 1.5458e-06 3.1333e-06
4.1880e+02 7.1584e-01 5.9804e+00 1.0166e-06 1.8962e-05 4.2684e-06 1.5453e-06 3.1368e-06
4.2042e+02 7.1309e-01 6.0191e+00 1.0155e-06 1.8946e-05 4.2718e-06 1.5446e-06 3.1390e-06
4.2203e+02 7.1035e-01 6.0574e+00 1.0143e-06 1.8928e-05 4.2746e-06 1.5437e-06 3.1406e-06
4.2365e+02 7.0764e-01 6.0954e+00 1.0131e-06 1.8909e-05 4.2788e-06 1.5429e-06 3.1432e-06
4.2527e+02 7.0495e-01 6.1331e+00 1.0119e-06 1.8890e-05 4.2835e-06 1.5420e-06 3.1461e-06
4.2688e+02 7.0228e-01 6.1705e+00 1.0105e-06 1.8869e-05 4.2863e-06 1.5410e-06 3.1477e-06
4.2850e+02 6.9963e-01 6.2075e+00 1.0091e-06 1.8847e-05 4.2879e-06 1.5398e-06 3.1485e-06
4.3012e+02 6.9700e-01 6.2442e+00 1.0077e-06 1.8824e-05 4.2910e-06 1.5386e-06 3.1503e-06
4.3173e+02 6.9439e-01 6.2806e+00 1.0062e-06 1.8800e-05 4.2947e-06 1.5373e-06 3.1525e-06
4.3335e+02 6.9180e-01 6.3166e+00 1.0046e-06 1.8775e-05 4.2967e-06 1.5359e-06 3.1535e-06
4.3497e+02 6.8923e-01 6.3522e+00 1.0030e-06 1.8748e-05 4.2974e-06 1.5344e-06 3.1535e-06
4.3659e+02 6.8668e-01 6.3874e+00 1.0013e-06 1.8721e-05 4.2991e-06 1.5328e-06 3.1543e-06
4.3820e+02 6.8414e-01 6.4222e+00 9.9952e-07 1.8693e-05 4.3019e-06 1.5312e-06 3.1558e-06
4.3982e+02 6.8163e-01 6.4567e+00 9.9771e-07 1.8663e-05 4.3032e-06 1.5295e-06 3.1562e-06
4.4144e+02 6.7913e-01 6.4907e+00 9.9584e-07 1.8632e-05 4.3028e-06 1.5275e-06 3.1556e-06
4.4305e+02 6.7665e-01 6.5243e+00 9.9390e-07 1.8600e-05 4.3033e-06 1.5256e-06 3.1554e-06
4.4467e+02 6.7419e-01 6.5575e+00 9.9192e-07 1.8567e-05 4.3050e-06 1.5236e-06 3.1561e-06
4.4629e+02 6.7175e-01 6.5903e+00 9.8987e-07 1.8533e-05 4.3055e-06 1.5215e-06 3.1559e-06
4.4790e+02 6.6932e-01 6.6226e+00 9.8776e-07 1.8497e-05 4.3042e-06 1.5193e-06 3.1545e-06
4.4952e+02 6.6692e-01 6.6545e+00 9.8559e-07 1.8461e-05 4.3034e-06 1.5169e-06 3.1534e-06
4.5114e+02 6.6452e-01 6.6859e+00 9.8337e-07 1.8424e-05 4.3039e-06 1.5146e-06 3.1533e-06
4.5276e+02 6.6215e-01 6.7169e+00 9.8109e-07 1.8386e-05 4.3036e-06 1.5122e-06 3.1525e-06
4.5437e+02 6.5980e-01 6.7474e+00 9.7875e-07 1.8346e-05 4.3013e-06 1.5095e-06 3.1504e-06
4.5599e+02 6.5746e-01 6.7774e+00 9.7635e-07 1.8305e-05 4.2993e-06 1.5069e-06 3.1484e-06
4.5761e+02 6.5513e-01 6.8070e+00 9.7389e-07 1.8263e-05 4.2987e-06 1.5042e-06 3.1473e-06
4.5922e+02 6.5283e-01 6.8360e+00 9.7138e-07 1.8221e-05 4.2975e-06 1.5014e-06 3.1459e-06
4.6084e+02 6.5053e-01 6.8646e+00 9.6881e-07 1.8176e-05 4.2943e-06 1.4984e-06 3.1431e-06
4.6246e+02 6.4826e-01 6.8926e+00 9.6618e-07 1.8131e-05 4.2910e-06 1.4954e-06 3.1402e-06
4.6407e+02 6.4600e-01 6.9201e+00 9.6351e-07 1.8085e-05 4.2892e-06 1.4923e-06 3.1382e-06
4.6569e+02 6.4376e-01 6.9471e+00 9.6077e-07 1.8039e-05 4.2871e-06 1.4892e-06 3.1361e-06
4.6731e+02 6.4153e-01 6.9736e+00 9.5798e-07 1.7990e-05 4.2831e-06 1.4859e-06 3.1327e-06
4.6892e+02 6.3932e-01 6.9996e+00 9.5513e-07 1.7941e-05 4.2785e-06 1.4825e-06 3.1289e-06
4.7054e+02 6.3712e-01 7.0250e+00 9.5223e-07 1.7891e-05 4.2754e-06 1.4791e-06 3.1260e-06
4.7216e+02 6.3494e-01 7.0498e+00 9.4928e-07 1.7840e-05 4.2724e-06 1.4756e-06 3.1232e-06
4.7378e+02 6.3277e-01 7.0742e+00 9.4627e-07 1.7788e-05 4.2675e-06 1.4720e-06 3.1191e-06
4.7539e+02 6.3062e-01 7.0979e+00 9.4320e-07 1.7734e-05 4.2618e-06 1.4682e-06 3.1145e-06
4.7701e+02 6.2848e-01 7.1211e+00 9.4009e-07 1.7680e-05 4.2574e-06 1.4645e-06 3.1106e-06
4.7863e+02 6.2636e-01 7.1437e+00 9.3692e-07 1.7625e-05 4.2534e-06 1.4607e-06 3.1071e-06
4.8024e+02 6.2425e-01 7.1657e+00 9.3370e-07 1.7569e-05 4.2477e-06 1.4567e-06 3.1024e-06
4.8186e+02 6.2216e-01 7.1872e+00 9.3043e-07 1.7511e-05 4.2409e-06 1.4526e-06 3.0969e-06
4.8348e+02 6.2007e-01 7.2080e+00 9.2711e-07 1.7453e-05 4.2351e-06 1.4485e-06 3.0922e-06
4.8509e+02 6.1801e-01 7.2283e+00 9.2374e-07 1.7394e-05 4.2301e-06 1.4444e-06 3.0878e-06
4.8671e+02 6.1595e-01 7.2480e+00 9.2032e-07 1.7334e-05 4.2236e-06 1.4401e-06 3.0825e-06
4.8833e+02 6.1392e-01 7.2670e+00 9.1684e-07 1.7273e-05 4.2157e-06 1.4357e-06 3.0763e-06
4.8995e+02 6.1189e-01 7.2855e+00 9.1332e-07 1.7211e-05 4.2087e-06 1.4312e-06 3.0706e-06
4.9156e+02 6.0988e-01 7.3033e+00 9.0976e-07 1.7148e-05 4.2026e-06 1.4268e-06 3.0655e-06
4.9318e+02 6.0788e-01 7.3205e+00 9.0614e-07 1.7084e-05 4.1952e-06 1.4222e-06 3.0595e-06
4.9480e+02 6.0589e-01 7.3371e+00 9.0247e-07 1.7019e-05 4.1863e-06 1.4175e-06 3.0525e-06
4.9641e+02 6.0392e-01 7.3531e+00 8.9876e-07 1.6954e-05 4.1780e-06 1.4127e-06 3.0459e-06
4.9803e+02 6.0196e-01 7.3684e+00 8.9501e-07 1.6888e-05 4.1708e-06 1.4080e-06 3.0400e-06
4.9965e+02 6.0001e-01 7.3831e+00 8.9121e-07 1.6820e-05 4.1627e-06 1.4031e-06 3.0334e-06
5.0126e+02 5.9807e-01 7.3972e+00 8.8736e-07 1.6752e-05 4.1528e-06 1.3980e-06 3.0257e-06
5.0288e+02 5.9615e-01 7.4106e+00 8.8346e-07 1.6682e-05 4.1433e-06 1.3930e-06 3.0182e-06
5.0450e+02 5.9424e-01 7.4234e+00 8.7953e-07 1.6613e-05 4.1350e-06 1.3879e-06 3.0115e-06
5.0612e+02 5.9234e-01 7.4355e+00 8.7556e-07 1.6542e-05 4.1259e-06 1.3827e-06 3.0043e-06
5.0773e+02 5.9045e-01 7.4469e+00 8.7153e-07 1.6470e-05 4.1152e-06 1.3774e-06 2.9960e-06
5.0935e+02 5.8858e-01 7.4578e+00 8.6747e-07 1.6397e-05 4.1044e-06 1.3720e-06 2.9876e-06
5.1097e+02 5.8672e-01 7.4679e+00 8.6337e-07 1.6325e-05 4.0950e-06 1.3667e-06 2.9801e-06
5.1258e+02 5.8487e-01 7.4774e+00 8.5923e-07 1.6251e-05 4.0851e-06 1.3612e-06 2.9722e-06
5.1420e+02 5.8303e-01 7.4862e+00 8.5504e-07 1.6176e-05 4.0735e-06 1.3556e-06 2.9633e-06
5.1582e+02 5.8120e-01 7.4943e+00 8.5082e-07 1.6100e-05 4.0616e-06 1.3500e-06 2.9541e-06
5.1743e+02 5.7938e-01 7.5018e+00 8.4656e-07 1.6024e-05 4.0510e-06 1.3444e-06 2.9457e-06
5.1905e+02 5.7758e-01 7.5086e+00 8.4226e-07 1.5947e-05 4.0403e-06 1.3387e-06 2.9373e-06
5.2067e+02 5.7578e-01 7.5147e+00 8.3792e-07 1.5869e-05 4.0279e-06 1.3328e-06 2.9277e-06
5.2229e+02 5.7400e-01 7.5202e+00 8.3355e-07 1.5790e-05 4.0150e-06 1.3269e-06 2.9177e-06
5.2390e+02 5.7223e-01 7.5250e+00 8.2914e-07 1.5711e-05 4.0032e-06 1.3210e-06 2.9085e-06
5.2552e+02 5.7047e-01 7.5291e+00 8.2470e-07 1.5632e-05 3.9917e-06 1.3150e-06 2.8995e-06
5.2714e+02 5.6872e-01 7.5325e+00 8.2023e-07 1.5551e-05 3.9785e-06 1.3089e-06 2.8893e-06
5.2875e+02 5.6698e-01 7.5352e+00 8.1571e-07 1.5469e-05 3.9645e-06 1.3027e-06 2.8787e-06
5.3037e+02 5.6525e-01 7.5373e+00 8.1117e-07 1.5387e-05 3.9516e-06 1.2966e-06 2.8687e-06
5.3199e+02 5.6353e-01 7.5387e+00 8.0660e-07 1.5305e-05 3.9392e-06 1.2904e-06 2.8590e-06
5.3360e+02 5.6183e-01 7.5394e+00 8.0199e-07 1.5222e-05 3.9253e-06 1.2841e-06 2.8483e-06
5.3522e+02 5.6013e-01 7.5394e+00 7.9735e-07 1.5138e-05 3.9104e-06 1.2777e-06 2.8369e-06
5.3684e+02 5.5844e-01 7.5387e+00 7.9268e-07 1.5054e-05 3.8964e-06 1.2713e-06 2.8262e-06
5.3846e+02 5.5676e-01 7.5374e+00 7.8799e-07 1.4969e-05 3.8831e-06 1.2648e-06 2.8158e-06
5.4007e+02 5.5510e-01 7.5353e+00 7.8327e-07 1.4883e-05 3.8686e-06 1.2583e-06 2.8047e-06
5.4169e+02 5.5344e-01 7.5326e+00 7.7851e-07 1.4797e-05 3.8528e-06 1.2517e-06 2.7927e-06
5.4331e+02 5.5179e-01 7.5292e+00 7.7373e-07 1.4710e-05 3.8377e-06 1.2451e-06 2.7812e-06
5.4492e+02 5.5016e-01 7.5251e+00 7.6893e-07 1.4623e-05 3.8235e-06 1.2384e-06 2.7702e-06
5.4654e+02 5.4853e-01 7.5204e+00 7.6410e-07 1.4536e-05 3.8084e-06 1.2317e-06 2.7586e-06
5.4816e+02 5.4691e-01 7.5150e+00 7.5925e-07 1.4447e-05 3.7918e-06 1.2249e-06 2.7461e-06
5.4977e+02 5.4530e-01 7.5089e+00 7.5437e-07 1.4359e-05 3.7757e-06 1.2181e-06 2.7338e-06
5.5139e+02 5.4370e-01 7.5021e+00 7.4947e-07 1.4270e-05 3.7606e-06 1.2113e-06 2.7222e-06
5.5301e+02 5.4211e-01 7.4946e+00 7.4455e-07 1.4180e-05 3.7448e-06 1.2044e-06 2.7102e-06
5.5462e+02 5.4053e-01 7.4865e+00 7.3960e-07 1.4090e-05 3.7276e-06 1.1973e-06 2.6971e-06
5.5624e+02 5.3896e-01 7.4778e+00 7.3464e-07 1.3999e-05 3.7105e-06 1.1903e-06 2.6842e-06
5.5786e+02 5.3740e-01 7.4683e+00 7.2966e-07 1.3909e-05 3.6946e-06 1.1833e-06 2.6720e-06
5.5948e+02 5.3585e-01 7.4582e+00 7.2466e-07 1.3817e-05 3.6782e-06 1.1763e-06 2.6595e-06
5.6109e+02 5.3430e-01 7.4474e+00 7.1963e-07 1.3725e-05 3.6603e-06 1.1691e-06 2.6460e-06
5.6271e+02 5.3277e-01 7.4360e+00 7.1459e-07 1.3633e-05 3.6423e-06 1.1619e-06 2.6325e-06
5.6433e+02 5.3124e-01 7.4239e+00 7.0954e-07 1.3541e-05 3.6256e-06 1.1548e-06 2.6197e-06
5.6594e+02 5.2972e-01 7.4112e+00 7.0447e-07 1.3449e-05 3.6086e-06 1.1476e-06 2.6067e-06
5.6756e+02 5.2821e-01 7.3978e+00 6.9938e-07 1.3355e-05 3.5901e-06 1.1403e-06 2.5928e-06
5.6918e+02 5.2671e-01 7.3838e+00 6.9428e-07 1.3262e-05 3.5714e-06 1.1329e-06 2.5787e-06
5.7079e+02 5.2522e-01 7.3691e+00 6.8917e-07 1.3168e-05 3.5537e-06 1.1256e-06 2.5654e-06
5.7241e+02 5.2374e-01 7.3538e+00 6.8404e-07 1.3074e-05 3.5362e-06 1.1183e-06 2.5520e-06
5.7403e+02 5.2226e-01 7.3379e+00 6.7890e-07 1.2980e-05 3.5172e-06 1.1109e-06 2.5378e-06
5.7565e+02 5.2079e-01 7.3213e+00 6.7375e-07 1.2885e-05 3.4977e-06 1.1034e-06 2.5232e-06
5.7726e+02 5.1933e-01 7.3041e+00 6.6859e-07 1.2790e-05 3.4793e-06 1.0960e-06 2.5093e-06
5.7888e+02 5.1788e-01 7.2864e+00 6.6343e-07 1.2696e-05 3.4612e-06 1.0886e-06 2.4956e-06
5.8050e+02 5.1644e-01 7.2679e+00 6.5825e-07 1.2600e-05 3.4418e-06 1.0810e-06 2.4810e-06
5.8211e+02 5.1501e-01 7.2489e+00 6.5306e-07 1.2505e-05 3.4217e-06 1.0735e-06 2.4659e-06
5.8373e+02 5.1358e-01 7.2293e+00 6.4787e-07 1.2409e-05 3.4025e-06 1.0659e-06 2.4515e-06
5.8535e+02 5.1216e-01 7.2091e+00 6.4267e-07 1.2314e-05 3.3839e-06 1.0584e-06 2.4374e-06
5.8696e+02 5.1075e-01 7.1883e+00 6.3747e-07 1.2218e-05 3.3641e-06 1.0508e-06 2.4226e-06
5.8858e+02 5.0935e-01 7.1668e+00 6.3225e-07 1.2121e-05 3.3434e-06 1.0431e-06 2.4072e-06
5.9020e+02 5.0795e-01 7.1449e+00 6.2704e-07 1.2025e-05 3.3236e-06 1.0355e-06 2.3923e-06
5.9182e+02 5.0656e-01 7.1223e+00 6.2183e-07 1.1929e-05 3.3044e-06 1.0279e-06 2.3778e-06
5.9343e+02 5.0518e-01 7.0992e+00 6.1661e-07 1.1833e-05 3.2843e-06 1.0202e-06 2.3628e-06
5.9505e+02 5.0381e-01 7.0755e+00 6.1138e-07 1.1736e-05 3.2632e-06 1.0125e-06 2.3470e-06
5.9667e+02 5.0245e-01 7.0512e+00 6.0616e-07 1.1639e-05 3.2426e-06 1.0048e-06 2.3317e-06
5.9828e+02 5.0109e-01 7.0264e+00 6.0094e-07 1.1543e-05 3.2230e-06 9.9711e-07 2.3169e-06
5.9990e+02 4.9974e-01 7.0010e+00 5.9572e-07 1.1446e-05 3.2026e-06 9.8939e-07 2.3016e-06
6.0152e+02 4.9839e-01 6.9752e+00 5.9049e-07 1.1349e-05 3.1811e-06 9.8161e-07 2.2857e-06
6.0313e+02 4.9706e-01 6.9487e+00 5.8527e-07 1.1253e-05 3.1600e-06 9.7385e-07 2.2699e-06
6.0475e+02 4.9573e-01 6.9218e+00 5.8006e-07 1.1156e-05 3.1398e-06 9.6614e-07 2.2548e-06
6.0637e+02 4.9441e-01 6.8943e+00 5.7484e-07 1.1059e-05 3.1192e-06 9.5840e-07 2.2394e-06
6.0799e+02 4.9309e-01 6.8663e+00 5.6963e-07 1.0963e-05 3.0974e-06 9.5058e-07 2.2232e-06
6.0960e+02 4.9178e-01 6.8378e+00 5.6442e-07 1.0866e-05 3.0758e-06 9.4279e-07 2.2072e-06
6.1122e+02 4.9048e-01 6.8089e+00 5.5923e-07 1.0769e-05 3.0552e-06 9.3505e-07 2.1918e-06
6.1284e+02 4.8919e-01 6.7794e+00 5.5403e-07 1.0673e-05 3.0343e-06 9.2729e-07 2.1762e-06
6.1445e+02 4.8790e-01 6.7494e+00 5.4884e-07 1.0576e-05 3.0123e-06 9.1947e-07 2.1599e-06
6.1607e+02 4.8662e-01 6.7190e+00 5.4366e-07 1.0480e-05 2.9903e-06 9.1166e-07 2.1435e-06
6.1769e+02 4.8535e-01 6.6881e+00 5.3849e-07 1.0384e-05 2.9692e-06 9.0391e-07 2.1279e-06
6.1930e+02 4.8408e-01 6.6567e+00 5.3333e-07 1.0288e-05 2.9482e-06 8.9616e-07 2.1122e-06
6.2092e+02 4.8282e-01 6.6249e+00 5.2817e-07 1.0191e-05 2.9261e-06 8.8835e-07 2.0958e-06
6.2254e+02 4.8156e-01 6.5927e+00 5.2303e-07 1.0095e-05 2.9037e-06 8.8054e-07 2.0793e-06
6.2416e+02 4.8032e-01 6.5600e+00 5.1790e-07 9.9998e-06 2.8823e-06 8.7279e-07 2.0634e-06
6.2577e+02 4.7908e-01 6.5269e+00 5.1278e-07 9.9044e-06 2.8611e-06 8.6505e-07 2.0476e-06
6.2739e+02 4.7784e-01 6.4933e+00 5.0767e-07 9.8089e-06 2.8389e-06 8.5727e-07 2.0312e-06
6.2901e+02 4.7661e-01 6.4594e+00 5.0257e-07 9.7134e-06 2.8162e-06 8.4948e-07 2.0145e-06
6.3062e+02 4.7539e-01 6.4250e+00 4.9748e-07 9.6186e-06 2.7945e-06 8.4175e-07 1.9984e-06
6.3224e+02 4.7417e-01 6.3903e+00 4.9242e-07 9.5240e-06 2.7732e-06 8.3405e-07 1.9825e-06
6.3386e+02 4.7297e-01 6.3552e+00 4.8736e-07 9.4293e-06 2.7510e-06 8.2631e-07 1.9661e-06
6.3547e+02 4.7176e-01 6.3196e+00 4.8232e-07 9.3347e-06 2.7281e-06 8.1855e-07 1.9493e-06
6.3709e+02 4.7056e-01 6.2838e+00 4.7729e-07 9.2407e-06 2.7061e-06 8.1086e-07 1.9330e-06
6.3871e+02 4.6937e-01 6.2475e+00 4.7229e-07 9.1471e-06 2.6847e-06 8.0321e-07 1.9172e-06
6.4033e+02 4.6819e-01 6.2109e+00 4.6729e-07 9.0535e-06 2.6625e-06 7.9553e-07 1.9008e-06
6.4194e+02 4.6701e-01 6.1740e+00 4.6232e-07 8.9599e-06 2.6396e-06 7.8783e-07 1.8839e-06
6.4356e+02 4.6584e-01 6.1367e+00 4.5736e-07 8.8669e-06 2.6174e-06 7.8019e-07 1.8675e-06
6.4518e+02 4.6467e-01 6.0991e+00 4.5242e-07 8.7745e-06 2.5959e-06 7.7260e-07 1.8516e-06
6.4679e+02 4.6351e-01 6.0612e+00 4.4750e-07 8.6821e-06 2.5737e-06 7.6499e-07 1.8353e-06
6.4841e+02 4.6235e-01 6.0230e+00 4.4260e-07 8.5897e-06 2.5508e-06 7.5736e-07 1.8185e-06
6.5003e+02 4.6120e-01 5.9845e+00 4.3772e-07 8.4980e-06 2.5284e-06 7.4978e-07 1.8020e-06
6.5164e+02 4.6006e-01 5.9456e+00 4.3286e-07 8.4068e-06 2.5069e-06 7.4227e-07 1.7861e-06
6.5326e+02 4.5892e-01 5.9065e+00 4.2802e-07 8.3158e-06 2.4849e-06 7.3475e-07 1.7700e-06
6.5488e+02 4.5778e-01 5.8672e+00 4.2320e-07 8.2248e-06 2.4620e-06 7.2720e-07 1.7532e-06
6.5649e+02 4.5666e-01 5.8275e+00 4.1841e-07 8.1344e-06 2.4395e-06 7.1971e-07 1.7367e-06
6.5811e+02 4.5553e-01 5.7877e+00 4.1363e-07 8.0447e-06 2.4180e-06 7.1228e-07 1.7208e-06
6.5973e+02 4.5442e-01 5.7475e+00 4.0888e-07 7.9552e-06 2.3961e-06 7.0486e-07 1.7048e-06
6.6135e+02 4.5331e-01 5.7071e+00 4.0415e-07 7.8658e-06 2.3734e-06 6.9742e-07 1.6882e-06
6.6296e+02 4.5220e-01 5.6665e+00 3.9945e-07 7.7770e-06 2.3509e-06 6.9002e-07 1.6717e-06
6.6458e+02 4.5110e-01 5.6257e+00 3.9477e-07 7.6888e-06 2.3293e-06 6.8269e-07 1.6558e-06
6.6620e+02 4.5001e-01 5.5847e+00 3.9012e-07 7.6010e-06 2.3077e-06 6.7538e-07 1.6399e-06
6.6781e+02 4.4892e-01 5.5435e+00 3.8548e-07 7.5133e-06 2.2852e-06 6.6806e-07 1.6235e-06
6.6943e+02 4.4783e-01 5.5020e+00 3.8088e-07 7.4261e-06 2.2627e-06 6.6076e-07 1.6070e-06
6.7105e+02 4.4675e-01 5.4604e+00 3.7630e-07 7.3396e-06 2.2411e-06 6.5355e-07 1.5912e-06
6.7266e+02 4.4568e-01 5.4186e+00 3.7175e-07 7.2536e-06 2.2197e-06 6.4636e-07 1.5755e-06
6.7428e+02 4.4461e-01 5.3767e+00 3.6722e-07 7.1677e-06 2.1975e-06 6.3916e-07 1.5593e-06
6.7590e+02 4.4355e-01 5.3346e+00 3.6272e-07 7.0823e-06 2.1751e-06 6.3199e-07 1.5430e-06
6.7752e+02 4.4249e-01 5.2923e+00 3.5825e-07 6.9977e-06 2.1536e-06 6.2490e-07 1.5273e-06
6.7913e+02 4.4143e-01 5.2499e+00 3.5380e-07 6.9136e-06 2.1324e-06 6.1784e-07 1.5118e-06
6.8075e+02 4.4039e-01 5.2074e+00 3.4938e-07 6.8297e-06 2.1105e-06 6.1078e-07 1.4958e-06
