Frequency(THz) Wavelength(um) Source Detector[0] Detector[1] Detector[2] Detector[3] Detector[4]
5.8315e-05 5.1409e+06 6.2154e-01 1.8182e-01 1.7434e-02 8.9254e-02 1.3829e-02 2.7421e-02
6.0850e-05 4.9267e+06 1.9941e+00 6.3990e-01 6.5493e-03 3.5917e-03 1.1687e-03 1.2281e-03
6.3386e-05 4.7297e+06 2.0403e+00 9.2774e-01 2.7558e-02 3.0676e-02 1.4411e-02 1.8430e-02
6.5921e-05 4.5477e+06 7.6499e-01 5.4366e-01 3.8395e-02 9.7423e-02 2.6703e-02 4.5372e-02
6.8457e-05 4.3793e+06 3.2372e-01 1.5875e-01 2.3814e-02 1.0119e-01 1.8620e-02 3.9698e-02
7.0992e-05 4.2229e+06 1.0861e+00 3.0236e-01 7.5924e-03 4.2527e-02 3.4324e-03 1.2153e-02
7.3527e-05 4.0773e+06 1.4142e+00 5.7076e-01 9.0051e-03 1.2115e-03 2.0277e-03 5.7828e-03
7.6063e-05 3.9414e+06 7.2777e-01 4.6003e-01 1.8405e-02 2.0762e-02 1.2103e-02 3.1454e-02
7.8598e-05 3.8142e+06 2.4620e-01 1.7853e-01 1.9167e-02 6.1649e-02 1.5779e-02 5.4839e-02
8.1134e-05 3.6950e+06 6.4115e-01 1.7001e-01 1.2021e-02 6.5608e-02 7.7416e-03 4.6944e-02
8.3669e-05 3.5831e+06 1.0173e+00 3.5908e-01 7.8650e-03 3.0436e-02 3.6103e-04 2.1123e-02
8.6205e-05 3.4777e+06 6.7186e-01 3.7171e-01 9.3728e-03 2.2871e-03 2.7835e-03 8.6701e-03
8.8740e-05 3.3783e+06 2.3976e-01 1.9346e-01 1.0816e-02 1.0315e-02 8.5646e-03 1.5705e-02
9.1275e-05 3.2845e+06 4.0954e-01 1.2615e-01 9.6909e-03 3.4005e-02 7.9075e-03 2.1974e-02
9.3811e-05 3.1957e+06 7.4912e-01 2.3879e-01 8.7290e-03 3.7635e-02 2.3232e-03 1.4437e-02
9.6346e-05 3.1116e+06 6.0690e-01 2.9442e-01 8.8614e-03 1.7822e-02 1.3845e-04 3.0118e-03
9.8882e-05 3.0318e+06 2.5419e-01 1.9231e-01 8.0116e-03 2.3672e-03 3.0502e-03 1.2718e-03
1.0142e-04 2.9560e+06 2.8919e-01 1.1332e-01 6.3806e-03 9.3386e-03 5.0692e-03 6.7275e-03
1.0395e-04 2.8839e+06 5.6383e-01 1.7402e-01 6.7289e-03 2.4911e-02 2.9911e-03 8.1835e-03
1.0649e-04 2.8153e+06 5.3969e-01 2.3890e-01 8.9364e-03 2.6222e-02 6.0792e-04 3.5264e-03
1.0902e-04 2.7498e+06 2.7023e-01 1.8299e-01 9.4027e-03 1.2882e-02 1.5026e-03 2.8275e-04
1.1156e-04 2.6873e+06 2.3058e-01 1.0356e-01 6.9578e-03 3.9038e-03 3.4785e-03 2.1906e-03
1.1409e-04 2.6276e+06 4.3681e-01 1.3029e-01 4.9720e-03 8.9524e-03 2.9539e-03 4.5449e-03
1.1663e-04 2.5705e+06 4.7554e-01 2.0133e-01 5.8986e-03 1.6852e-02 8.8214e-04 3.1737e-03
1.1917e-04 2.5158e+06 2.8060e-01 1.8633e-01 7.5163e-03 1.4805e-02 6.3653e-04 6.4081e-04
1.2170e-04 2.4634e+06 2.0649e-01 1.1192e-01 6.9221e-03 6.8400e-03 2.2949e-03 8.9146e-04
1.2424e-04 2.4131e+06 3.5293e-01 1.0128e-01 5.1654e-03 5.1887e-03 2.8848e-03 2.8533e-03
1.2677e-04 2.3648e+06 4.1881e-01 1.5954e-01 5.0032e-03 1.0891e-02 1.4894e-03 3.0198e-03
1.2931e-04 2.3185e+06 2.8344e-01 1.7788e-01 6.2302e-03 1.3782e-02 4.8431e-04 1.3188e-03
1.3184e-04 2.2739e+06 2.0058e-01 1.2532e-01 6.4529e-03 9.4147e-03 1.3543e-03 5.7905e-04
1.3438e-04 2.2310e+06 3.0162e-01 9.1385e-02 5.3043e-03 5.1468e-03 2.4005e-03 1.6201e-03
1.3691e-04 2.1897e+06 3.7302e-01 1.2629e-01 4.7281e-03 7.2808e-03 1.8347e-03 2.3888e-03
1.3945e-04 2.1498e+06 2.7986e-01 1.6263e-01 5.4262e-03 1.1337e-02 6.9538e-04 1.6922e-03
1.4198e-04 2.1115e+06 2.0260e-01 1.3750e-01 5.9019e-03 1.0372e-02 8.6310e-04 8.3612e-04
1.4452e-04 2.0744e+06 2.7459e-01 9.4727e-02 5.3049e-03 6.3144e-03 1.8838e-03 1.0723e-03
1.4705e-04 2.0386e+06 3.4093e-01 1.0358e-01 4.7408e-03 5.9079e-03 1.9317e-03 1.7100e-03
1.4959e-04 2.0041e+06 2.7271e-01 1.4380e-01 5.0675e-03 9.2464e-03 9.7151e-04 1.6600e-03
1.5213e-04 1.9707e+06 2.0616e-01 1.4567e-01 5.4738e-03 1.0244e-02 6.8184e-04 1.1827e-03
1.5466e-04 1.9384e+06 2.6481e-01 1.0687e-01 5.1783e-03 7.2999e-03 1.4939e-03 1.0744e-03
1.5720e-04 1.9071e+06 3.2441e-01 9.2100e-02 4.8099e-03 5.6682e-03 1.9241e-03 1.2923e-03
1.5973e-04 1.8768e+06 2.6605e-01 1.2425e-01 5.0414e-03 8.0552e-03 1.2200e-03 1.3677e-03
1.6227e-04 1.8475e+06 2.0773e-01 1.4852e-01 5.3134e-03 1.0048e-02 6.4434e-04 1.3298e-03
